vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,600.perlbench_s,t_600.perlbench_s,602.gcc_s,t_602.gcc_s,605.mcf_s,t_605.mcf_s,620.omnetpp_s,t_620.omnetpp_s,623.xalancbmk_s,t_623.xalancbmk_s,625.x264_s,t_625.x264_s,631.deepsjeng_s,t_631.deepsjeng_s,641.leela_s,t_641.leela_s,648.exchange2_s,t_648.exchange2_s,657.xz_s,t_657.xz_s
Intel,Lenovo Global Technology,Xeon Gold 5215M,Lenovo Global Technology,2500,3400,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,395882676,24,16777216.0,2666,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,40,cpu2017-20190527-14665.csv,5.811328,305.437927,8.447272,471.394796,11.213418,421.013467,5.556274,293.542034,11.000191,128.815947,11.77303,149.833986,4.855815,295.110078,4.158636,410.230703,12.227359,240.444393,20.124406,307.189197
Intel,Supermicro,Xeon E-2186G,Supermicro,3800,4700,x86_64,6,1,6,1,1,32,32,256,12288.0,65689256,4,16777216.0,2666,1024.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,6,cpu2017-20181112-09601.csv,7.4307,238.8732,12.1165,328.6428,15.2073,310.4432,6.8841,236.9228,12.0741,117.3585,14.1714,124.4763,6.6502,215.4808,5.369,317.7519,16.7168,175.8709,11.6168,532.159
Intel,Dell Inc.,Xeon E-2286G,Dell Inc.,4000,4900,x86_64,12,2,6,1,1,32,32,256,12288.0,65671024,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,6,cpu2017-20191209-20339.csv,3.401244,521.867956,9.612473,414.253455,15.139607,311.831089,4.472969,364.634802,8.040567,176.231347,15.235869,115.779418,6.185951,231.653948,4.845975,352.044744,19.113939,153.814452,11.004108,561.790186
Intel,Supermicro,Xeon E-2144G,Supermicro,3600,4500,x86_64,4,1,4,1,1,32,32,256,8192.0,32860044,2,16777216.0,2666,512.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,4,cpu2017-20181112-09580.csv,7.05908,251.449183,11.676979,341.012871,14.796158,319.069307,6.631142,245.960637,11.575422,122.41454,13.765744,128.144186,6.498492,220.512705,5.199976,328.07845,16.235016,181.090058,8.836084,699.631209
Intel,Lenovo Global Technology,Xeon Gold 6142,Lenovo Global Technology,2600,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,792245468,24,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180529-06168.csv,6.227964,285.00485,9.195709,433.028072,10.876608,434.050755,6.059131,269.180534,9.522897,148.799253,11.400122,154.735189,5.100759,280.938584,4.305527,396.234879,13.445659,218.657939,21.467573,287.969209
Intel,Lenovo Global Technology,Xeon E-2288G,Lenovo Global Technology,3700,5000,x86_64,16,2,8,1,1,32,32,256,16384.0,131956752,4,33554432.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,16,cpu2017-20200120-20597.csv,8.238094,215.46245,12.76612,311.919355,15.901631,296.88778,7.999212,203.895089,15.660393,90.483045,18.721368,94.223883,6.956679,205.989093,5.782285,295.039067,20.357465,144.418768,16.712577,369.901067
Intel,Huawei,Xeon Gold 5120,Huawei,2200,3200,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,790510872,24,33554432.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,28,cpu2017-20180913-08858.csv,5.377611,330.072228,8.13254,489.637912,9.858719,478.865459,5.322653,306.426148,8.267221,171.399802,9.579243,184.148166,4.613923,310.581712,3.72396,458.114515,11.615799,253.103545,18.938981,326.416709
Intel,Lenovo Global Technology,Xeon Gold 6238T,Lenovo Global Technology,1900,3700,x86_64,88,1,22,4,4,32,32,1024.0,30976.0,792184704,48,16777216.0,2933,800.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,88,cpu2017-20190624-15554.csv,6.392584,277.6655,9.416139,422.890958,12.167998,387.98494,8.409145,193.955508,11.789086,120.195913,13.800718,127.819435,5.206249,275.246132,4.527266,376.827872,13.353923,220.160017,24.329236,254.097585
Intel,Lenovo Global Technology,Xeon Gold 6240Y,Lenovo Global Technology,2600,3900,x86_64,72,2,18,2,2,32,32,1024.0,25344.0,395875324,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,72,cpu2017-20190429-12953.csv,6.727529,263.841314,9.942897,400.48691,12.473132,378.49354,7.628406,213.806146,12.510114,113.26835,14.026043,125.766046,5.431356,263.838373,4.764326,358.077951,14.05374,209.19698,23.935324,258.279357
Intel,Dell Inc.,Xeon Gold 6234,Dell Inc.,3300,4000,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,394838340,12,33554432.0,3200,1843.2,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++: Version 19.0.5.281 of Intel C/C++,Yes,xfs,16,cpu2017-20200511-22381.csv,6.58293,269.636781,9.334049,426.610165,12.345795,382.397399,7.82737,208.371381,10.637274,133.210819,14.557192,121.17722,5.491551,260.946317,4.698363,363.105164,15.674365,187.567406,20.387081,303.231242
Intel,Huawei,Xeon Gold 5115,Huawei,2400,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394174956,12,33554432.0,2666,1800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,20,cpu2017-20181008-09101.csv,5.31537,333.93725,8.246315,482.882346,10.153026,464.984527,4.827655,337.845202,8.214366,172.502667,9.527667,185.145012,4.637201,309.022611,3.736392,456.59022,11.612647,253.17226,18.296384,337.880966
Intel,ASUSTeK Computer Inc.,Xeon Gold 6130T,ASUSTeK Computer Inc.,2100,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394837872,12,33554432.0,2666,240.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 18.0.3.222 of Intel C/C++,Yes,btrfs,32,cpu2017-20181015-09165.csv,6.506735,272.794252,9.821844,405.42285,11.29752,417.879338,6.56653,248.380797,9.767512,145.07277,11.838063,149.010861,5.306663,270.037862,4.497548,379.317771,13.654769,215.309396,22.354472,276.544224
Intel,Hewlett Packard Enterprise,Xeon Gold 5217,HPE,3000,3700,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395902640,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,32,cpu2017-20190524-14410.csv,6.188861,286.805582,8.398689,474.121644,11.830358,399.058077,5.478359,297.716905,11.704788,121.061567,13.000217,135.69004,5.184878,276.380639,4.499024,379.193317,13.254185,221.816734,19.085775,323.906156
Intel,Lenovo Global Technology,Xeon Gold 6134M,Lenovo Global Technology,3200,3700,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,1584975652,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180511-05432.csv,6.182465,287.102311,9.179908,433.77341,10.882778,433.804666,6.088001,267.904014,9.493588,149.25864,11.738437,150.275549,5.015299,285.72571,4.335871,393.461896,13.368535,219.919392,22.512315,274.605261
Intel,Tyrone Systems,Xeon Silver 4214,Netweb Pte Ltd,2200,3200,x86_64,48,2,12,2,2,32,32,1024.0,16896.0,394674156,12,33554432.0,2933,480.0,CentOS,7,CentOS Linux release 7.7.1908 (Core),C/C++: Version 19.0.4.243 of Intel C/C++,Yes,xfs,48,cpu2017-20200218-20927.csv,5.637107,314.877842,8.100855,491.553034,10.665702,442.633771,5.687032,286.792832,10.259509,138.115771,11.65972,151.290076,4.581791,312.759793,3.890728,438.4784,13.275512,221.460392,19.16173,322.622222
Intel,Hewlett Packard Enterprise,Xeon Platinum 8256,HPE,3800,3900,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,197725004,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,8,cpu2017-20190430-13502.csv,6.758777,262.621494,8.989478,442.962293,12.492063,377.919969,6.467509,252.183627,12.235444,115.81108,14.224743,124.009274,5.436301,263.598355,4.755106,358.772266,14.031181,209.533322,13.860061,446.029784
Intel,Dell Inc.,Xeon Bronze 3106,Dell Inc.,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,394760024,24,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20180416-04955.csv,2.848942,623.038348,4.656806,855.092507,5.839263,808.492487,3.01601,540.780776,4.551577,311.320659,4.685559,376.475929,2.53951,564.281991,1.981792,860.836995,6.171096,476.414539,10.525961,587.309815
Intel,Cisco Systems,Xeon Gold 6146,Cisco Systems,3200,4200,x86_64,48,1,12,4,4,32,32,1024.0,25344.0,790968596,48,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20171017-00123.csv,6.999259,253.598278,10.302238,386.517952,11.889033,397.088659,7.114385,229.253842,10.28232,137.809367,13.081156,134.850465,5.624976,254.756628,4.924732,346.414774,15.201875,193.397202,25.56241,241.839479
Intel,"New H3C Technologies Co., Ltd.",Xeon Platinum 8168,"New H3C Technologies Co., Ltd.",2700,3700,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,790963960,24,33554432.0,2666,240.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,48,cpu2017-20190903-17790.csv,6.514136,272.484333,9.547219,417.084805,12.107034,389.938606,8.272903,197.149648,11.801303,120.071488,13.751898,128.273204,5.234362,273.767833,4.517409,377.650119,15.690507,187.374445,22.728188,271.997048
Intel,Supermicro,Xeon E-2278G,Supermicro,3400,5000,x86_64,16,2,8,1,1,32,32,256,16384.0,65858988,4,16777216.0,2666,200.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,16,cpu2017-20191112-19831.csv,8.16714,217.33438,12.8135,310.76603,16.52675,285.65817,7.9355,205.53198,15.78496,89.76902,18.17521,97.05528,6.86337,208.78969,5.80886,293.68916,20.96727,140.21853,16.558,373.35431
Intel,Huawei,Xeon Gold 6240,Huawei,2600,3900,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,394427592,12,33554432.0,2933,1800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,36,cpu2017-20190429-12721.csv,6.713023,264.411427,9.435902,422.005226,12.504871,377.532879,7.681013,212.341784,12.4768,113.57079,14.156464,124.607384,5.45837,262.532611,4.778407,357.022774,14.071104,208.938826,20.79883,297.228252
AMD,Dell Inc.,EPYC 7702,Dell Inc.,2000,3350,x86_64,256,2,64,2,8,32,32,512,262144.0,527933876,16,33554432.0,3200,480.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,128,cpu2017-20191014-19072.csv,4.662116,380.728374,9.465766,420.67382,14.777835,319.464925,4.533306,359.78158,9.055005,156.488045,12.346941,142.869398,4.837512,296.226672,4.214748,404.769163,16.000443,183.744909,20.582865,300.346919
Intel,Lenovo Global Technology,Xeon Gold 5115,Lenovo Global Technology,2400,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,197436572,12,16777216.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,20,cpu2017-20180612-06985.csv,5.271723,336.702077,7.791939,511.040965,9.709777,486.210968,4.440588,367.293726,8.179569,173.236517,10.011387,176.199353,4.433237,323.24008,3.745957,455.424387,11.535072,254.874874,17.735937,348.557855
AMD,Dell Inc.,EPYC 7252,Dell Inc.,3100,3200,x86_64,32,2,8,2,8,32,32,512,65536.0,527969208,16,33554432.0,3200,480.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,16,cpu2017-20200119-20559.csv,4.528779,391.937886,8.969685,443.939787,13.844689,340.997199,4.494126,362.918154,8.738004,162.165181,11.784526,149.687821,4.536347,315.892933,4.034877,422.813351,15.786168,186.238993,18.425676,335.510074
Intel,Hewlett Packard Enterprise,Xeon Gold 6152,HPE,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,197570616,24,8388608.0,2666,960.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,44,cpu2017-20171031-00478.csv,6.178225,287.299339,9.123285,436.465596,11.222691,420.665592,6.922683,235.602308,9.355627,151.459647,11.817801,149.26635,5.068671,282.717082,4.321863,394.737167,13.352178,220.188793,21.867178,282.70681
Intel,Cisco Systems,Xeon Platinum 8170,Cisco Systems,2100,3700,x86_64,104,1,26,4,4,32,32,1024.0,36608.0,790968372,48,16777216.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,104,cpu2017-20171031-00424.csv,6.200797,286.25352,9.619058,413.969843,10.981958,429.886903,7.228687,225.62879,9.247287,153.234133,11.953276,147.574611,5.055174,283.471919,4.33887,393.189928,13.381833,219.700845,23.81966,259.533509
Intel,Lenovo Global Technology,Xeon Gold 5119T,Lenovo Global Technology,1900,3200,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,395893764,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,28,cpu2017-20180122-03078.csv,5.389048,329.371699,8.106566,491.206769,9.773805,483.025803,5.391689,302.502585,8.321501,170.281774,9.837412,179.315454,4.487782,319.311417,3.725909,457.874895,11.602607,253.391329,18.080857,341.908576
Intel,Supermicro,Xeon Platinum 8256,Supermicro,3800,3900,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,791182400,24,33554432.0,2933,200.0,RHEL,7.6,Red Hat Enterprise Linux Server 7.6 (Maipo),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,8,cpu2017-20190401-11648.csv,6.67847,265.779441,9.416138,422.890982,12.467373,378.668377,6.143001,265.505397,12.419295,114.096651,14.192688,124.289351,5.423069,264.241533,4.7766,357.157843,14.084482,208.740375,13.696191,451.366377
Intel,Dell Inc.,Xeon Gold 5218R,Dell Inc.,2100,4000,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,394824920,12,33554432.0,2933,480.0,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++: Version 19.0.5.281 of Intel C/C++,Yes,tmpfs,80,cpu2017-20200511-22336.csv,6.505375,272.851313,9.660939,412.175257,12.506883,377.472134,6.083034,268.122764,10.766802,131.608254,14.034416,125.69102,5.504819,260.317389,4.697665,363.159179,15.662854,187.705258,23.016944,268.584739
Intel,Hewlett Packard Enterprise,Xeon Gold 6130,HPE,2100,3700,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,395925056,48,8388608.0,2666,960.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,64,cpu2017-20171226-02296.csv,6.188285,286.832316,9.048805,440.058119,11.141338,423.73727,6.063594,268.982377,9.346226,151.612003,11.733352,150.340676,5.048139,283.867012,4.329854,394.00865,13.32207,220.686425,22.207422,278.375404
Intel,Huawei,Xeon Gold 6138,Huawei,2000,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,394117236,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,80,cpu2017-20171214-01917.csv,6.21862,285.43308,9.764771,407.792447,11.515596,409.96577,6.93321,235.244553,9.604312,147.537903,11.566956,152.503392,5.22858,274.070585,4.311222,395.711446,13.464953,218.34461,22.673317,272.655297
Intel,Lenovo Global Technology,Xeon Gold 5215L,Lenovo Global Technology,2500,3400,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,197701796,12,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,40,cpu2017-20190429-13008.csv,5.829033,304.51021,8.549075,465.781395,11.330189,416.674436,5.537992,294.511092,10.901229,129.985348,11.781916,149.720981,4.846128,295.700004,4.158613,410.23289,12.263248,239.740733,19.938073,310.060056
Intel,Cisco Systems,Xeon Gold 6142M,Cisco Systems,2600,3700,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,1583751284,48,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,64,cpu2017-20181113-09743.csv,6.266104,283.270135,9.222243,431.782164,10.901193,433.071853,5.671593,287.573542,9.471711,149.603388,11.523341,153.080608,5.093266,281.351893,4.378466,389.634189,13.254033,221.81928,23.563036,262.360078
Intel,Huawei,Xeon Platinum 8158,Huawei,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,394149468,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20180618-07058.csv,6.203881,286.111223,9.747132,408.530439,11.520454,409.792861,6.42702,253.772339,9.57942,147.921273,11.522619,153.090202,5.211256,274.981695,4.31142,395.693323,13.428968,218.929698,21.669156,285.290297
Intel,Dell Inc.,Xeon Silver 4210,Dell Inc.,2200,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,394829660,12,33554432.0,2933,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,20,cpu2017-20200330-21693.csv,5.257144,337.635776,7.86925,506.020253,9.907378,476.513553,5.162613,315.925266,9.76078,145.17283,11.20771,157.391659,4.438276,322.873125,3.718964,458.729945,13.047553,225.329615,17.040275,362.787583
Intel,Lenovo Global Technology,Xeon Gold 6126T,Lenovo Global Technology,2600,3700,x86_64,24,1,12,2,2,32,32,1024.0,19712.0,395883556,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,24,cpu2017-20171031-00384.csv,6.139265,289.12255,9.093055,437.916643,10.928161,432.003161,5.625883,289.910066,9.401885,150.714455,11.653177,151.37503,5.079491,282.114887,4.33046,393.953494,13.362192,220.023784,20.707312,298.541892
Intel,Hewlett Packard Enterprise,Xeon Gold 6143,HPE,2800,4000,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,197572716,24,8388608.0,2666,960.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20171114-00854.csv,6.657846,266.602735,9.413974,422.988223,11.734999,402.300829,6.325335,257.851936,9.980041,141.983387,12.490158,141.231195,5.406604,265.046225,4.670756,365.251398,14.418548,203.904029,23.149378,267.048211
Intel,Lenovo Global Technology,Xeon Silver 4108,Lenovo Global Technology,1800,3000,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395894464,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,16,cpu2017-20171225-02112.csv,4.85459,365.633317,7.267015,547.955397,9.172221,514.706284,4.190343,389.228309,7.56905,187.209752,9.385291,187.953684,4.206805,340.638576,3.513674,485.531685,10.807446,272.034666,15.208394,406.486049
Intel,Dell Inc.,Xeon E-2126G,Dell Inc.,3300,4500,x86_64,6,1,6,1,1,32,32,256,12288.0,65819520,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,Yes,xfs,6,cpu2017-20190318-11192.csv,7.230819,245.477045,11.902237,334.55897,14.788877,319.226392,6.980597,233.647641,11.836194,119.71754,13.850107,127.363641,6.560101,218.441768,5.229528,326.224473,16.341941,179.905192,11.605062,532.698565
Intel,Lenovo Global Technology,Xeon Platinum 8260M,Lenovo Global Technology,2400,3900,x86_64,96,1,24,4,4,32,32,1024.0,36608.0,792184704,48,16777216.0,2933,800.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,96,cpu2017-20190722-16229.csv,6.71618,264.287139,9.920303,401.399012,12.569758,375.583996,9.053782,180.145703,12.392031,114.347684,14.283222,123.501543,5.43843,263.495142,4.766383,357.923391,14.063782,209.047609,24.866411,248.608458
Intel,Huawei,Xeon Silver 4209T,Huawei,2200,3200,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,394432268,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,16,cpu2017-20190404-11741.csv,5.371264,330.462257,7.724964,515.471637,10.525514,448.52918,4.905469,332.486053,10.163011,139.427178,11.369874,155.146837,4.586579,312.433293,3.923482,434.817886,11.552409,254.492379,16.277764,379.781892
Intel,Lenovo Global Technology,Xeon Platinum 8160M,Lenovo Global Technology,2100,3700,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,395892264,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,48,cpu2017-20180527-05893.csv,6.202455,286.17702,9.374391,424.774281,10.912628,432.618052,7.197467,226.607511,9.470107,149.62872,11.831386,149.094958,5.028315,284.986134,4.33207,393.807156,13.366537,219.952262,22.592596,273.629469
Intel,Huawei,Xeon Platinum 8170M,Huawei,2100,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394149468,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,52,cpu2017-20180626-07481.csv,6.213062,285.688451,9.780787,407.124714,11.455106,412.130634,7.233377,225.482502,9.569822,148.069632,11.615124,151.870961,5.200704,275.539634,4.301215,396.632095,13.412345,219.20105,23.337821,264.891913
Intel,Dell Inc.,Xeon Gold 6240R,Dell Inc.,2400,4000,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,394826428,24,16777216.0,2933,1966.08,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,48,cpu2017-20200203-20773.csv,6.653242,266.787221,10.055701,395.99428,12.499278,377.701802,9.164381,177.971649,12.263494,115.546187,14.562986,121.129006,5.509609,260.091058,4.689943,363.757059,16.025229,183.460722,23.897763,258.685303
Intel,Lenovo Global Technology,Xeon Gold 6230,Lenovo Global Technology,2100,3900,x86_64,80,1,20,4,4,32,32,1024.0,28160.0,792184704,48,16777216.0,2933,800.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,80,cpu2017-20190805-16681.csv,6.650697,266.88933,9.802919,406.205558,12.565174,375.721034,8.355862,195.192317,12.454217,113.776727,14.481208,121.813039,5.435031,263.659955,4.768761,357.744891,14.041773,209.375269,24.125498,256.24342
Intel,NEC Corporation,Xeon Platinum 8158,NEC Corporation,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,395929992,24,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,24,cpu2017-20181015-09188.csv,6.243459,284.297542,8.921414,446.341818,10.976476,430.101593,6.508911,250.579558,9.317362,152.081668,11.519016,153.138083,5.088509,281.614912,4.357063,391.548129,13.229308,222.233842,20.639928,299.516542
Intel,Lenovo Global Technology,Xeon Gold 5222,Lenovo Global Technology,3800,3900,x86_64,32,2,4,4,4,32,32,1024.0,16896.0,1584963780,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,tmpfs,32,cpu2017-20190624-15542.csv,6.623366,267.990623,9.297502,428.287064,12.381206,381.303731,6.20505,262.850403,12.45223,113.794879,14.083224,125.255409,5.314276,269.651013,4.767517,357.838263,14.075925,208.867266,21.716468,284.668753
Intel,Lenovo Global Technology,Xeon Gold 5218R,Lenovo Global Technology,2100,4000,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,197743964,12,16777216.0,2933,480.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,80,cpu2017-20200330-21816.csv,6.620581,268.103357,9.769376,407.600256,12.011217,393.049258,8.273245,197.141498,12.164193,116.489437,14.208589,124.150258,5.489305,261.053099,4.662605,365.889908,16.001205,183.736167,23.53057,262.722068
Intel,Lenovo Global Technology,Xeon Gold 6144,Lenovo Global Technology,3500,4200,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,1584967644,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180806-08176.csv,6.942735,255.662937,10.053215,396.09218,11.897877,396.793467,6.314988,258.27444,10.56242,134.154867,12.959444,136.116953,5.464859,262.220861,4.919709,346.768457,15.172676,193.769381,24.45398,252.801384
Intel,Hewlett Packard Enterprise,Xeon Gold 6132,HPE,2600,3700,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,395930324,24,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 (x86_64) SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,28,cpu2017-20171226-02342.csv,6.176559,287.376854,8.793956,452.811024,10.846141,435.270036,5.666583,287.827792,9.400096,150.743139,11.334861,155.626075,5.094724,281.271391,4.298218,396.908706,13.425597,218.984676,20.460286,302.146317
