vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,600.perlbench_s,t_600.perlbench_s,602.gcc_s,t_602.gcc_s,605.mcf_s,t_605.mcf_s,620.omnetpp_s,t_620.omnetpp_s,623.xalancbmk_s,t_623.xalancbmk_s,625.x264_s,t_625.x264_s,631.deepsjeng_s,t_631.deepsjeng_s,641.leela_s,t_641.leela_s,648.exchange2_s,t_648.exchange2_s,657.xz_s,t_657.xz_s
Intel,Lenovo Global Technology,Xeon Gold 5218R,Lenovo Global Technology,2100,4000,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,197440356,12,16777216.0,2933,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,80,cpu2017-20200330-21748.csv,6.617899,268.212008,9.816599,405.639478,12.064568,391.311156,8.094906,201.484732,12.267413,115.509272,14.260378,123.699383,5.491337,260.956483,4.674032,364.995337,16.016454,183.561227,23.233348,266.083049
Intel,Lenovo Global Technology,Xeon Gold 5220T,Lenovo Global Technology,1900,3900,x86_64,72,2,18,2,2,32,32,1024.0,25344.0,197391132,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,72,cpu2017-20190926-18658.csv,6.840882,259.469476,9.908809,401.864629,12.57808,375.335494,7.660481,212.910912,12.443969,113.870418,14.271,123.607314,5.45566,262.662976,4.765997,357.952422,16.648739,176.589953,23.053347,268.160622
AMD,Hewlett Packard Enterprise,EPYC 7371,HPE,3100,3800,x86_64,64,2,16,2,8,32,64,512,65536.0,1044375828,16,67108864.0,2666,400.0,SLES,12.3,SUSE linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 1.2.1 of AOCC,Yes,btrfs,32,cpu2017-20190204-10942.csv,4.11189,431.674936,8.803246,452.333161,11.390992,414.450284,4.737992,344.238649,8.671979,163.399833,12.234015,144.188154,4.90872,291.929436,4.094667,416.639469,14.538324,202.224132,21.292581,290.335873
Intel,Lenovo Global Technology,Xeon Silver 4116,Lenovo Global Technology,2100,3000,x86_64,24,1,12,2,2,32,32,1024.0,16896.0,395779220,12,33554432.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,24,cpu2017-20171128-01102.csv,5.009029,354.360063,7.544881,527.775074,9.167777,514.955826,4.757977,342.79278,7.675297,184.618274,9.498317,185.717111,4.208883,340.470351,3.513801,485.514122,10.84802,271.017189,17.25731,358.225005
Intel,Dell Inc.,Xeon E-2174G,Dell Inc.,3800,4700,x86_64,8,2,4,1,1,32,32,256,8192.0,65820248,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,Yes,xfs,8,cpu2017-20190107-10489.csv,7.377188,240.606569,12.150627,327.719701,15.365499,307.24678,6.781567,240.504894,11.592706,122.232031,14.326378,123.129518,6.824387,209.982237,5.461383,312.375083,17.016068,172.777869,12.497658,494.65267
Intel,Cisco Systems,Xeon Gold 6146,Cisco Systems,3200,4200,x86_64,48,1,12,4,4,32,32,1024.0,25344.0,1583914576,48,33554432.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,48,cpu2017-20181211-10305.csv,7.059575,251.43157,9.981387,398.942568,11.91241,396.309396,6.817979,239.220458,10.642026,133.151343,11.939556,147.74419,5.635182,254.295267,4.964751,343.622498,15.081897,194.935691,24.996094,247.318645
Intel,NEC Corporation,Xeon Gold 6150,NEC Corporation,2700,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,395928312,24,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,36,cpu2017-20181029-09350.csv,6.21745,285.486836,8.824008,451.268871,10.851382,435.059784,6.486507,251.445026,9.30483,152.286507,11.490291,153.52092,5.082003,281.975437,4.353928,391.830098,13.242611,222.010593,21.275379,290.570618
Intel,Lenovo Global Technology,Xeon Gold 6130T,Lenovo Global Technology,2100,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,395883556,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,32,cpu2017-20171127-01029.csv,6.209882,285.834732,9.268508,429.626853,10.949157,431.174758,6.201243,263.011774,9.46465,149.714988,11.710114,150.639008,5.085228,281.796598,4.333736,393.655765,13.360932,220.044536,21.503288,287.490922
Intel,Cisco Systems,Xeon Platinum 8176M,Cisco Systems,2100,3800,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,1583915400,48,33554432.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,112,cpu2017-20190219-11086.csv,6.462614,274.656667,9.698187,410.592202,11.215662,420.929217,7.750889,210.427462,9.72916,145.644634,13.407022,131.572847,5.28763,271.00987,4.62683,368.718981,13.836223,212.485729,25.036559,246.918919
Intel,Lenovo Global Technology,Xeon Platinum 8156,Lenovo Global Technology,3600,3700,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,395893660,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,8,cpu2017-20180122-02735.csv,6.056947,293.051924,8.893538,447.740807,10.613617,444.805939,5.289794,308.329581,9.132159,155.165935,11.567692,152.493686,5.078912,282.147051,4.32654,394.310457,13.363228,220.006731,13.623117,453.787486
Intel,Lenovo Global Technology,Xeon Gold 5215,Lenovo Global Technology,2500,3400,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,395882028,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,40,cpu2017-20190429-12933.csv,5.843469,303.757942,8.462344,470.555227,11.263289,419.149342,5.584456,292.060677,10.968095,129.192905,11.77944,149.752455,4.850943,295.406496,4.158982,410.196541,12.240684,240.182654,20.145265,306.871124
Intel,ASUSTeK Computer Inc.,Xeon E-2134,ASUSTeK Computer Inc.,3500,4500,x86_64,8,2,4,1,1,32,32,256,8192.0,65859064,4,16777216.0,2666,500.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,8,cpu2017-20190610-14884.csv,7.35665,241.278301,11.85245,335.964287,15.561811,303.370852,7.264705,224.510144,14.613012,96.968374,16.97706,103.904914,6.512887,220.0253,5.421476,314.674427,16.188039,181.615571,12.334168,501.209325
Intel,Cisco Systems,Xeon Gold 6140,Cisco Systems,2300,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,791226476,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,36,cpu2017-20190108-10651.csv,6.303864,281.573336,9.298218,428.25409,11.10649,425.066794,6.505724,250.702298,9.506844,149.050514,13.040929,135.266432,5.207649,275.172147,4.527787,376.784482,13.428525,218.936929,21.706785,284.795744
Intel,Fujitsu,Xeon Gold 5122,Fujitsu,3600,3700,x86_64,16,2,4,2,2,32,32,1024.0,16896.0,394267428,24,16777216.0,2666,1228.8,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20180515-05672.csv,5.73298,309.612115,8.922198,446.30258,10.906202,432.87297,5.449069,299.317198,9.275639,152.765748,11.300651,156.097201,4.992002,287.059191,4.329461,394.044404,13.376644,219.786064,17.67453,349.768848
Intel,Hewlett Packard Enterprise,Xeon Platinum 8176,HPE,2100,3800,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,792066452,48,16777216.0,2666,480.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,112,cpu2017-20171128-01315.csv,6.372983,278.519495,9.147104,435.329017,11.088531,425.755242,7.527387,216.675464,9.645483,146.908149,11.65595,151.339018,5.189622,276.128016,4.414215,386.478715,13.804509,212.973885,23.410444,264.07017
Intel,Hewlett Packard Enterprise,Xeon Platinum 8253,HPE,2200,3000,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,792255636,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,64,cpu2017-20190610-15021.csv,5.301003,334.842317,7.764616,512.83928,10.248789,460.63977,6.409984,254.446827,9.68002,146.384002,10.553175,167.153481,4.330943,330.874843,3.658512,466.309837,10.787701,272.532585,19.113305,323.439616
Intel,NEC Corporation,Xeon E3-1240L v5,NEC Corporation,2100,3200,x86_64,4,1,4,1,1,32,32,256,8192.0,65915016,4,16777216.0,2400,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,4,cpu2017-20181126-09863.csv,5.112163,347.211125,8.711639,457.089623,10.955401,430.928989,5.219125,312.504504,8.412891,168.432,9.914101,177.928395,4.757425,301.213375,3.724158,458.09016,11.582663,253.82763,7.046881,877.267543
Intel,Lenovo Global Technology,Xeon Gold 6230,Lenovo Global Technology,2100,3900,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,197389624,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,80,cpu2017-20190429-12906.csv,6.727339,263.848753,9.878008,403.117724,12.517906,377.139754,8.149546,200.133856,12.5018,113.343677,14.35788,122.859363,5.446554,263.102123,4.766527,357.912617,14.084641,208.738022,23.640651,261.498721
Intel,Huawei,Xeon Gold 6152,Huawei,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,394174720,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,44,cpu2017-20180705-07545.csv,6.176555,287.377039,9.753814,408.250567,11.539436,409.11877,6.949099,234.706678,9.581614,147.887401,11.572083,152.435818,5.203541,275.389379,4.310967,395.734868,13.44437,218.678894,22.792984,271.223807
Intel,Lenovo Global Technology,Xeon Silver 4208,Lenovo Global Technology,2100,3200,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,197703828,12,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,32,cpu2017-20190429-13041.csv,5.342202,332.259971,7.838719,507.991146,10.510267,449.179831,4.890955,333.472728,10.214697,138.721689,11.235613,157.000784,4.552343,314.782963,3.911018,436.203589,11.540784,254.748728,17.416313,354.954583
Intel,Cisco Systems,Xeon Platinum 8170M,Cisco Systems,2100,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394832416,24,16777216.0,2666,240.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,52,cpu2017-20180612-06935.csv,6.274998,282.868616,9.563134,416.390712,11.128627,424.221246,7.406953,220.198504,9.477978,149.504465,11.681252,151.011212,5.126273,279.540312,4.359938,391.29,13.267323,221.59707,23.365261,264.580821
Intel,Supermicro,Xeon E-2146G,Supermicro,3500,4500,x86_64,6,1,6,1,1,32,32,256,12288.0,65826348,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,6,cpu2017-20181029-09427.csv,7.22611,245.636991,11.806077,337.283938,14.744917,320.178132,6.823338,239.032552,11.675077,121.369652,13.77821,128.028244,6.494644,220.643363,5.206968,327.637874,16.250782,180.914375,11.569594,534.331642
Intel,Hewlett Packard Enterprise,Xeon Gold 6242,HPE,2800,3900,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,791969344,24,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,64,cpu2017-20190430-13344.csv,6.794462,261.242171,8.781608,453.447713,12.040831,392.082582,7.537491,216.384991,12.245896,115.712233,14.371956,122.739034,5.391838,265.772068,4.752173,358.993691,14.019415,209.70918,23.250373,265.888204
AMD,ASUSTeK Computer Inc.,EPYC 7232P,ASUSTeK Computer Inc.,3100,3200,x86_64,16,2,8,1,1,32,32,512,32768.0,528197632,8,67108864.0,3200,240.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,16,cpu2017-20200413-21916.csv,4.12872,429.915333,8.519784,467.382765,14.468566,326.293576,4.246081,384.118923,8.269733,171.347723,12.1089,145.677975,4.66699,307.050169,4.074832,418.667583,15.469532,190.051001,16.070967,384.668822
Intel,Hewlett Packard Enterprise,Xeon Gold 6209U,HPE,2100,3900,x86_64,20,1,20,1,1,32,32,1024.0,28160.0,197446924,12,16777216.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,20,cpu2017-20190819-17145.csv,6.727756,263.832403,9.388875,424.118974,12.730083,370.853818,8.462489,192.732885,12.107085,117.038904,14.436183,122.192961,5.572203,257.169387,4.711758,362.072904,13.925876,211.117771,20.014562,308.875103
AMD,Lenovo Global Technology,EPYC 7542,Lenovo Global Technology,2900,3400,x86_64,32,1,32,1,4,32,32,512,131072.0,263950496,8,33554432.0,3200,960.0,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,32,cpu2017-20200316-21358.csv,4.909166,361.568556,9.780121,407.152421,15.275679,309.05337,5.161717,315.980114,9.477528,149.511555,12.695083,138.951437,4.952201,289.366295,4.289406,397.724109,16.791076,175.093005,20.580106,300.387177
Intel,Supermicro,Xeon Gold 6244,Supermicro,3600,4400,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,791182336,24,33554432.0,2933,200.0,RHEL,7.6,Red Hat Enterprise Linux Server 7.6 (Maipo),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,16,cpu2017-20190318-11283.csv,7.497037,236.760196,10.529112,378.189546,13.584692,347.523529,8.028463,203.15222,13.852235,102.293965,15.269458,115.524726,5.987198,239.344008,5.383671,316.884127,15.91312,184.753213,22.154802,279.03657
Intel,Hewlett Packard Enterprise,Xeon Gold 6238R,HPE,2200,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,395904228,24,16777216.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,56,cpu2017-20200302-21071.csv,6.597363,269.046883,9.440897,421.781974,12.383845,381.222471,9.578569,170.275949,12.183994,116.300122,14.556637,121.181833,5.467383,262.099808,4.680774,364.469666,15.99554,183.801229,23.169788,266.812973
Intel,Cisco Systems,Xeon Gold 6242,Cisco Systems,2800,3900,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,1583936776,48,33554432.0,2933,300.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,64,cpu2017-20191029-19430.csv,6.77408,262.028189,9.742088,408.741964,12.52447,376.942096,7.416257,219.922272,12.419373,114.095935,14.423947,122.296621,5.461723,262.371431,4.773652,357.37841,16.706984,175.974311,23.648751,261.409158
Intel,Cisco Systems,Xeon Gold 6138,Cisco Systems,2000,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,791225144,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,40,cpu2017-20190205-11023.csv,6.284997,282.418599,9.389467,424.092247,11.078648,426.13502,6.781127,240.520499,9.485853,149.380342,13.076701,134.896408,5.170893,277.128139,4.528079,376.760249,13.384389,219.658885,21.826791,283.229902
Intel,Lenovo Global Technology,Xeon Gold 6252,Lenovo Global Technology,2100,3700,x86_64,96,2,24,2,2,32,32,1024.0,36608.0,395567852,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,96,cpu2017-20190402-11685.csv,6.457862,274.85879,9.557383,416.64127,12.076539,390.923257,8.632405,188.939228,11.845316,119.625348,13.798475,127.840214,5.216038,274.72961,4.522162,377.253194,13.363521,220.001895,23.328191,265.00126
Intel,Lenovo Global Technology,Xeon Gold 5118,Lenovo Global Technology,2300,3200,x86_64,24,1,12,2,2,32,32,1024.0,16896.0,395893764,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,24,cpu2017-20180122-02982.csv,5.34414,332.139521,8.050365,494.635939,9.741868,484.6093,4.989289,326.900259,8.162172,173.605753,10.103442,174.593965,4.47348,320.332302,3.746252,455.388471,11.551814,254.50549,18.513339,333.921401
Intel,Lenovo Global Technology,Xeon Gold 6244,Lenovo Global Technology,3600,4400,x86_64,32,2,8,2,2,32,32,1024.0,25344.0,395883160,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,32,cpu2017-20190415-12034.csv,7.543042,235.316191,10.654064,373.754083,13.579204,347.663983,8.151285,200.091154,13.944727,101.61547,15.21573,115.932659,6.019556,238.057423,5.373234,317.499668,15.883215,185.10106,24.083066,256.694891
Intel,NEC Corporation,Xeon E-2244G,NEC Corporation,3800,4800,x86_64,8,2,4,1,1,32,32,256,8192.0,32791356,2,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,8,cpu2017-20200329-21505.csv,7.590869,233.833569,11.788996,337.772603,15.469241,305.186266,7.247588,225.040375,14.70409,96.367746,17.981541,98.100601,6.722545,213.163309,5.550944,307.335106,19.518232,150.628395,12.240615,505.039985
Intel,Huawei,Xeon Bronze 3204,Huawei,1900,1900,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,394433020,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,12,cpu2017-20190404-11763.csv,3.250792,546.020856,5.093898,781.719639,6.854328,688.761891,3.569239,456.960165,6.235517,227.246588,6.038025,292.14852,2.869266,499.430932,2.331593,731.688654,6.861553,428.474409,8.988486,687.768781
Intel,Lenovo Global Technology,Xeon Platinum 8268,Lenovo Global Technology,2900,3900,x86_64,192,1,24,8,8,32,32,1024.0,36608.0,3170353908,96,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,192,cpu2017-20190513-13714.csv,6.787105,261.525343,9.890673,402.601504,12.702252,371.666388,9.203273,177.219554,12.47555,113.582169,14.626325,120.604459,5.314184,269.6557,4.769995,357.652382,14.081115,208.790277,26.819367,230.505071
Intel,NEC Corporation,Xeon E-2146G,NEC Corporation,3500,4500,x86_64,12,2,6,1,1,32,32,256,12288.0,65894340,4,16777216.0,2666,1024.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,12,cpu2017-20181227-10409.csv,7.263455,244.374045,11.801806,337.405982,14.91124,316.606793,6.69736,243.52881,11.81677,119.914325,13.707602,128.687719,6.494985,220.631751,5.207468,327.606434,16.198985,181.492852,13.615415,454.044172
AMD,Dell Inc.,EPYC 7F32,Dell Inc.,3700,3900,x86_64,16,1,8,2,16,32,32,512,131072.0,527968804,16,33554432.0,3200,480.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,16,cpu2017-20200330-21681.csv,5.489202,323.362132,10.632717,374.504471,16.619777,284.059169,4.162995,391.785238,10.705029,132.367689,14.398397,122.513641,5.51168,259.993336,4.920901,346.684499,19.255665,152.682339,23.025594,268.483842
Intel,Huawei,Xeon Bronze 3106,Huawei,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,790510872,24,33554432.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,16,cpu2017-20180904-08809.csv,2.84747,623.360316,4.670759,852.538025,5.864558,805.005306,3.066905,531.806436,4.499074,314.953677,4.375302,403.172162,2.582815,554.820948,1.982995,860.314855,6.182602,475.527967,10.657095,580.083028
Intel,Hewlett Packard Enterprise,Xeon Gold 5117,HPE,2000,2800,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,197737828,24,8388608.0,2666,400.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,28,cpu2017-20181001-08986.csv,4.730753,375.204525,7.045246,565.203807,8.836613,534.254476,4.92002,331.5027,7.174591,197.502561,8.971439,196.623977,3.965963,361.324607,3.287081,519.001562,9.972962,294.797071,16.770999,368.612502
Intel,Hewlett Packard Enterprise,Xeon Gold 6210U,HPE,2500,3900,x86_64,20,1,20,1,1,32,32,1024.0,28160.0,395628700,12,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,20,cpu2017-20190624-15560.csv,6.748428,263.024206,9.501708,419.082566,12.796306,368.934588,8.379978,194.630586,12.337189,114.855989,14.589921,120.905383,5.600532,255.868562,4.762454,358.218649,14.04341,209.350857,20.715817,298.419316
Intel,Lenovo Global Technology,Xeon Gold 6130T,Lenovo Global Technology,2100,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,395883648,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,32,cpu2017-20171113-00581.csv,6.158861,288.202631,9.22262,431.764521,10.911481,432.663542,6.004598,271.625193,9.515548,148.914181,11.704519,150.711018,5.084261,281.850207,4.334843,393.55517,13.376735,219.784575,21.72859,284.509948
Intel,Lenovo Global Technology,Xeon Silver 4112,Lenovo Global Technology,2600,3000,x86_64,8,1,4,2,2,32,32,1024.0,8448.0,395894016,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,8,cpu2017-20180626-07386.csv,4.737993,374.631177,7.026008,566.75145,9.018927,523.454703,3.916129,416.482736,7.434602,190.595278,9.367203,188.316619,4.174598,343.266604,3.510942,485.909503,10.830129,271.464917,11.001718,561.912225
Intel,Huawei,Xeon Gold 5220,Huawei,2200,3900,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,394427492,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,36,cpu2017-20190425-12252.csv,6.774973,261.993667,9.931426,400.949488,12.561177,375.840589,7.72545,211.120401,12.429165,114.006052,14.353809,122.894206,5.455604,262.665681,4.748744,359.252868,13.996662,210.050088,22.565082,273.963111
Intel,Cisco Systems,Xeon Gold 6238M,Cisco Systems,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,791203824,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,44,cpu2017-20190819-16770.csv,6.501045,273.033009,9.078506,438.618416,12.006552,393.201981,8.048735,202.640528,11.725601,120.846684,13.785918,127.956663,5.231752,273.904444,4.501249,379.005938,15.709354,187.14964,22.601891,273.516937
Intel,Huawei,Xeon Gold 5218N,Huawei,2300,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,196265040,12,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,32,cpu2017-20190426-12420.csv,6.808014,260.72215,10.005555,397.978903,12.719097,371.174149,7.424749,219.670722,12.501236,113.348794,11.635792,151.601192,5.477275,261.626461,4.778981,356.979872,14.110054,208.36206,22.108403,279.622188
Intel,Lenovo Global Technology,Xeon Gold 6142,Lenovo Global Technology,2600,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,395893492,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180612-07011.csv,6.198076,286.379173,9.166845,434.391527,10.956238,430.896088,6.03216,270.384082,9.427902,150.298543,11.705255,150.701538,5.031491,284.806248,4.334375,393.597655,13.357092,220.107795,21.726782,284.533627
Intel,Cisco Systems,Xeon Gold 5218R,Cisco Systems,2100,4000,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,791175704,24,33554432.0,2933,240.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,40,cpu2017-20200317-21431.csv,7.015981,252.993848,10.026854,397.133528,12.812042,368.481454,8.346509,195.411034,12.702858,111.5497,14.571551,121.057805,5.61077,255.401648,4.905546,347.769617,17.14631,171.46546,23.332813,264.948769
AMD,Dell Inc.,EPYC 7272,Dell Inc.,2900,3200,x86_64,48,2,12,2,8,32,32,512,65536.0,527965180,16,33554432.0,3200,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,24,cpu2017-20191208-20183.csv,4.503345,394.15147,9.035652,440.698686,13.837987,341.162335,4.558374,357.803044,8.719282,162.513388,11.734214,150.329632,4.564778,313.925479,4.030734,423.247993,15.753291,186.627671,18.645619,331.552416
Intel,Dell Inc.,Xeon E-2134,Dell Inc.,3500,4500,x86_64,8,2,4,1,1,32,32,256,8192.0,65820248,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,Yes,xfs,8,cpu2017-20190122-10850.csv,6.997593,253.658646,11.765878,338.436283,14.58048,323.789065,6.624713,246.199328,11.481907,123.411553,13.592251,129.779831,6.569784,218.119792,5.189153,328.762732,16.203342,181.44405,12.317365,501.893052
