vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,603.bwaves_s,t_603.bwaves_s,607.cactuBSSN_s,t_607.cactuBSSN_s,619.lbm_s,t_619.lbm_s,621.wrf_s,t_621.wrf_s,627.cam4_s,t_627.cam4_s,628.pop2_s,t_628.pop2_s,638.imagick_s,t_638.imagick_s,644.nab_s,t_644.nab_s,649.fotonik3d_s,t_649.fotonik3d_s,654.roms_s,t_654.roms_s
Intel,Lenovo Global Technology,Xeon Gold 5218B,Lenovo Global Technology,2300,3900,x86_64,128,2,16,4,4,32,32,1024.0,22528.0,1584943240,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,tmpfs,64,cpu2017-20190610-15181.csv,872.376809,67.629033,162.40684,102.64346,158.695538,33.006599,121.81004,108.578899,113.788102,77.890393,46.644517,254.542243,164.77459,87.549907,283.17192,61.701033,113.496868,80.319397,154.239147,102.081737
Intel,Dell Inc.,Xeon Platinum 8276M,Dell Inc.,2200,4000,x86_64,112,2,28,2,4,32,32,1024.0,39424.0,394681384,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,112,cpu2017-20190513-13640.csv,466.260238,126.534487,154.848599,107.653541,91.490538,57.251822,124.479612,106.250331,132.779695,66.749664,64.140359,185.10966,141.029992,102.290299,300.743426,58.096033,78.255153,116.490731,152.52836,103.226705
Intel,Huawei,Xeon Platinum 8176,Huawei,2100,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394175324,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180618-07085.csv,486.450256,121.282699,183.698875,90.746337,45.034549,116.310703,82.324448,160.657014,107.454101,82.481729,60.236003,197.108032,144.965817,99.513115,252.791782,69.116171,86.581271,105.28836,146.557715,107.432079
Intel,Lenovo Global Technology,Xeon Platinum 8164,Lenovo Global Technology,2000,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,395892616,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,52,cpu2017-20171031-00308.csv,499.490507,118.116359,171.679845,97.099342,43.960546,119.152296,80.451908,164.39635,86.950728,101.931292,58.802061,201.91469,126.400393,114.129392,244.180863,71.553519,81.934293,111.259885,138.379211,113.781542
Intel,Cisco Systems,Xeon Gold 5218B,Cisco Systems,2300,3900,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,790939592,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,32,cpu2017-20190930-18807.csv,470.093648,125.502653,125.383121,132.952505,88.140867,59.427598,110.877601,119.284688,71.880129,123.302506,63.842834,185.972321,90.60575,159.217268,173.856772,100.496517,76.669609,118.899785,151.68106,103.803336
Intel,Lenovo Global Technology,Xeon Platinum 8256,Lenovo Global Technology,3800,3900,x86_64,8,1,4,2,4,32,32,1024.0,16896.0,395888688,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,8,cpu2017-20190430-13406.csv,285.767274,206.454711,57.019857,292.354295,47.081439,111.254034,60.994526,216.839132,29.011035,305.504441,46.702315,254.227228,35.301585,408.650205,62.910521,277.727789,57.627928,158.18719,55.164543,285.418843
Intel,Huawei,Xeon Platinum 8260M,Huawei,2400,3900,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,394426256,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,48,cpu2017-20190428-12598.csv,531.07627,111.091388,165.286673,100.855076,103.925068,50.401699,123.278218,107.285782,107.434582,82.496714,58.719026,202.200219,127.979514,112.721166,260.820502,66.988599,88.916889,102.522705,174.540697,90.208188
Intel,Lenovo Global Technology,Xeon Gold 6136,Lenovo Global Technology,3000,3700,x86_64,48,1,12,4,4,32,32,1024.0,25344.0,1584975708,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20171114-00756.csv,848.647505,69.52003,183.952042,90.621446,80.520338,65.051888,88.44933,149.531941,109.12429,81.219314,56.86431,208.795288,98.578116,146.340797,295.905304,59.045917,109.166846,83.505206,217.384533,72.429256
Intel,NEC Corporation,Xeon Silver 4108,NEC Corporation,1800,3000,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197751392,24,8388608.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,16,cpu2017-20180809-08263.csv,292.828085,201.476576,68.252159,244.241357,33.735246,155.267877,47.331667,279.432374,30.851591,287.278539,41.952377,283.011375,37.025942,389.618713,72.587253,240.703421,62.771127,145.226006,62.501705,251.913127
Intel,Huawei,Xeon Gold 6142,Huawei,2600,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394117236,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180122-02669.csv,471.951001,125.00874,140.007659,119.064915,42.48249,123.297857,87.936718,150.403612,82.59814,107.302659,67.690269,175.401874,99.571708,144.880512,188.2946,92.790765,80.947286,112.616499,142.70458,110.332829
Intel,Lenovo Global Technology,Xeon Gold 6128,Lenovo Global Technology,3400,3700,x86_64,12,1,6,2,4,32,32,1024.0,19712.0,395892772,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,12,cpu2017-20180527-05847.csv,366.614805,160.926398,75.921085,219.570096,37.953114,138.012391,66.628894,198.502469,38.66799,229.207675,56.918713,208.595722,49.164165,293.425097,89.592301,195.016757,65.574734,139.016958,79.788119,197.335144
Intel,Hewlett Packard Enterprise,Xeon Gold 6254,HPE,3100,4000,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,395900164,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,36,cpu2017-20190708-16037.csv,521.107711,113.216517,159.61316,104.44001,103.187139,50.76214,137.979227,95.855009,112.677727,78.657959,70.7148,167.89979,141.022996,102.295373,265.037298,65.922797,83.81041,108.769305,120.873029,130.260656
Intel,NEC Corporation,Xeon E-2226G,NEC Corporation,3400,4700,x86_64,6,1,6,1,1,32,32,256,12288.0,65718712,4,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,6,cpu2017-20191124-19993.csv,78.938725,747.389822,52.094361,319.996245,16.153214,324.269829,39.514167,334.715391,25.045069,353.882037,36.342371,326.698553,28.369594,508.502158,56.834523,307.418787,17.383397,524.408449,16.786742,937.942559
Intel,Lenovo Global Technology,Xeon Platinum 8256,Lenovo Global Technology,3800,3900,x86_64,16,1,4,4,4,32,32,1024.0,16896.0,792199484,48,16777216.0,2933,800.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,16,cpu2017-20191208-20278.csv,500.883546,117.787858,86.577276,192.54475,84.646686,61.880745,103.44893,127.850525,53.412514,165.934898,57.236127,207.438912,65.897779,218.914812,122.823438,142.252979,88.76594,102.697048,122.730581,128.289134
AMD,Hewlett Packard Enterprise,EPYC 7F52,HPE,3500,3900,x86_64,32,1,16,2,8,32,32,512,262144.0,1056587004,16,67108864.0,3200,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,btrfs,32,cpu2017-20200330-21598.csv,573.851156,102.810632,191.830416,86.899671,61.552717,85.097787,83.609911,158.186989,73.812169,120.075051,57.369171,206.957844,151.005209,95.533128,220.359939,79.288459,84.112528,108.378623,209.077912,75.306855
Intel,Dell Inc.,Xeon Platinum 8176,Dell Inc.,2100,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394754744,24,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180416-04975.csv,475.470331,124.083452,177.452734,93.940508,44.354146,118.094934,82.425014,160.460997,99.550936,89.029801,52.658715,225.47075,144.252909,100.004916,260.374979,67.103222,84.402339,108.006486,149.881775,105.049463
Intel,Cisco Systems,Xeon Gold 6134,Cisco Systems,3200,3700,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,791225632,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,16,cpu2017-20181211-10240.csv,412.846598,142.90538,91.074423,183.037118,74.744935,70.078327,77.331737,171.029392,51.705865,171.41189,61.179775,194.067403,63.157959,228.411435,116.971712,149.369447,75.917606,120.077549,103.664347,151.884428
Intel,Lenovo Global Technology,Xeon Bronze 3106,Lenovo Global Technology,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197437652,12,16777216.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,16,cpu2017-20180108-02590.csv,273.137627,216.000998,56.808227,293.443413,28.688815,182.579868,33.344358,396.648809,22.699528,390.448649,32.388685,366.578642,28.742068,501.91238,52.194082,334.750592,49.563629,183.925191,52.717993,298.664631
Intel,Supermicro,Celeron G4900,Supermicro,3100,3100,x86_64,2,1,2,1,1,32,32,256,2048.0,65878308,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,2,cpu2017-20191112-19816.csv,55.21959,1068.42524,13.9102,1198.4032,9.05129,578.70207,11.62284,1137.93235,7.2511,1222.2919,11.02064,1077.34235,3.82861,3767.94835,11.44854,1526.13291,15.4661,589.41811,9.55898,1647.14302
Intel,Cisco Systems,Xeon Gold 6240M,Cisco Systems,2600,3900,x86_64,72,1,18,4,4,32,32,1024.0,25344.0,1583891764,48,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Desktop 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,72,cpu2017-20191224-20486.csv,868.626966,67.920986,201.97895,82.533353,154.003604,34.012191,140.528923,94.115857,141.142979,62.79448,41.928957,283.169456,197.881353,72.902271,381.928395,45.746795,108.762698,83.815501,212.469236,74.104846
Intel,Lenovo Global Technology,Xeon Platinum 8158,Lenovo Global Technology,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,395892736,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,24,cpu2017-20180205-03165.csv,471.989415,124.998566,122.658522,135.905763,43.264507,121.069217,89.27813,148.143784,63.616171,139.319923,66.572761,178.346217,90.530335,159.349902,166.746467,104.78183,79.560759,114.579098,116.03044,135.69715
Intel,"New H3C Technologies Co., Ltd.",Xeon Silver 4216,"New H3C Technologies Co., Ltd.",2100,3200,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,196457716,12,16777216.0,2666,480.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,xfs,32,cpu2017-20190702-15910.csv,431.933679,136.590414,124.895586,133.47149,82.247119,63.686121,108.241358,122.189893,71.032425,124.774003,63.153175,188.003216,86.294187,167.172326,163.655163,106.761068,73.411347,124.176989,137.597923,114.427599
AMD,Lenovo Global Technology,EPYC 7H12,Lenovo Global Technology,2600,3300,x86_64,128,2,64,1,1,32,32,512,262144.0,263970112,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,64,cpu2017-20200511-22412.csv,342.595184,172.209076,222.672623,74.863267,31.621033,165.649239,156.506982,84.507412,90.461509,97.975372,73.101401,162.418227,252.773548,57.070845,342.553154,51.005223,66.395937,137.297558,149.06888,105.622314
Intel,Lenovo Global Technology,Xeon E-2224,Lenovo Global Technology,3400,4600,x86_64,4,1,4,1,1,32,32,256,8192.0,131960060,4,33554432.0,2666,960.0,SLES,12.5,SUSE Linux Enterprise Server 12 SP5 (x86_64),C/C++: Version 19.1.1.217 of Intel,Yes,xfs,4,cpu2017-20200608-22759.csv,79.788671,739.428287,41.041576,406.173483,16.24288,322.47976,31.479606,420.145033,18.704754,473.836758,32.021764,370.77907,20.188808,714.554313,36.850642,474.130133,18.13304,502.728717,15.615044,1008.322486
Intel,Lenovo Global Technology,Xeon Gold 6230,Lenovo Global Technology,2100,3900,x86_64,80,1,20,4,4,32,32,1024.0,28160.0,1584951236,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,80,cpu2017-20190708-16007.csv,924.657729,63.805231,183.285028,90.951237,167.512523,31.269304,124.105028,106.571025,134.137622,66.073931,51.067714,232.495231,202.390321,71.278112,351.931676,49.646,120.231019,75.8207,173.494476,90.752169
Intel,Tyrone Systems,Xeon Gold 5218,Netweb Pte Ltd,2300,3900,x86_64,64,2,16,2,2,32,32,1024.0,22528.0,791230100,24,33554432.0,2933,480.0,CentOS,7,CentOS Linux release 7.7.1908 (Core),C/C++: Version 19.0.4.243 of Intel C/C++,Yes,xfs,32,cpu2017-20191210-20391.csv,459.199765,128.480031,123.694783,134.767204,86.700548,60.414843,105.949127,124.833497,68.784968,128.850827,61.152299,194.154598,91.746779,157.237127,166.652639,104.840824,81.151304,112.333377,139.149703,113.151517
Intel,Lenovo Global Technology,Xeon Silver 4109T,Lenovo Global Technology,2000,3000,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395894288,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,16,cpu2017-20171113-00552.csv,312.607236,188.728837,69.661099,239.30142,30.125173,173.874523,48.262119,274.045159,32.174251,275.468727,43.181397,274.956367,40.40094,357.070897,73.293175,238.38509,58.829412,154.956505,63.604755,247.544384
Intel,Huawei,Xeon Gold 6152,Huawei,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,394621960,12,33554432.0,2666,1920.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,44,cpu2017-20190424-12210.csv,447.001504,131.986133,146.631393,113.686433,88.954925,58.883755,115.757069,114.256521,92.538922,95.775916,64.091933,185.249522,123.272238,117.025538,219.06818,79.755992,79.003842,115.386794,120.096773,131.102607
Intel,Dell Inc.,Xeon Gold 6238T,Dell Inc.,1900,3700,x86_64,88,2,22,2,4,32,32,1024.0,30976.0,196506100,12,16777216.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,88,cpu2017-20190513-13645.csv,476.491199,123.817607,135.143554,123.350315,79.840069,65.606156,108.621774,121.761959,108.600496,81.611045,60.889417,194.992834,102.882929,140.217625,238.529736,73.248729,75.735736,120.365899,126.644029,124.324851
Intel,Lenovo Global Technology,Xeon Platinum 8156,Lenovo Global Technology,3600,3700,x86_64,16,1,4,4,4,32,32,1024.0,16896.0,1584976124,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20180205-03216.csv,489.984901,120.407792,81.274704,205.106869,59.187735,88.498064,56.081798,235.834093,49.793662,177.994541,47.059413,252.29809,61.078183,236.189084,107.726602,162.188351,81.204865,112.259284,93.095216,169.127918
Intel,Dell Inc.,Xeon Silver 4108,Dell Inc.,1800,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,196705564,12,16777216.0,2666,120.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,Yes,xfs,16,cpu2017-20181126-09840.csv,306.562834,192.449943,64.715358,257.589551,30.789518,170.12283,46.476471,284.574102,30.637454,289.286436,41.232266,287.954098,37.206361,387.729402,69.490441,251.430265,59.348435,153.601355,60.916309,258.46937
Intel,Lenovo Global Technology,Xeon Gold 5217,Lenovo Global Technology,3000,3700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395888036,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,16,cpu2017-20190430-13390.csv,345.432817,170.794427,88.178193,189.04901,69.886122,74.950503,74.470925,177.599512,45.957608,192.851639,57.643886,205.97154,60.086446,240.087425,108.507084,161.021745,66.561684,136.95567,78.42223,200.772153
Intel,Dell Inc.,Xeon Gold 6210U,Dell Inc.,2500,3900,x86_64,20,1,20,1,1,32,32,1024.0,28160.0,196498784,6,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,20,cpu2017-20190916-17960.csv,266.317926,221.532215,105.733375,157.660719,53.385524,98.116485,98.067486,134.86631,60.326934,146.916135,73.638951,161.232606,69.361399,207.983117,135.756217,128.701288,50.597657,180.166445,65.577135,240.098929
Intel,Hewlett Packard Enterprise,Xeon Gold 6244,HPE,3600,4400,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,395629072,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,16,cpu2017-20190902-17358.csv,477.373238,123.58883,99.243544,167.970624,85.331659,61.384017,87.654634,150.887631,64.735633,136.910688,65.967156,179.983505,74.721297,193.0641,139.864956,124.920498,80.928661,112.642417,113.029426,139.300009
Intel,Lenovo Global Technology,Xeon Platinum 8176,Lenovo Global Technology,2100,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,395892320,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,56,cpu2017-20171211-01505.csv,472.556001,124.848695,183.769471,90.711476,44.046567,118.919598,84.311165,156.871275,99.266899,89.284546,59.530039,199.445527,140.794559,102.461346,268.282071,65.125485,83.138733,109.64805,147.879209,106.472033
Intel,Dell Inc.,Xeon Gold 6230R,Dell Inc.,2100,4000,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394825676,24,16777216.0,2933,1966.08,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,52,cpu2017-20200203-20764.csv,535.786181,110.114822,170.948606,97.514688,105.055428,49.859394,123.741102,106.884453,113.307816,78.220553,63.361448,187.385239,149.596583,96.432684,269.767607,64.766857,85.054393,107.178474,149.323535,105.442186
Intel,Dell Inc.,Xeon Gold 6128,Dell Inc.,3400,3700,x86_64,24,1,6,4,4,32,32,1024.0,19712.0,791225340,48,16777216.0,2666,900.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20171114-00595.csv,650.490987,90.697644,111.446797,149.578099,70.777797,74.006259,72.554661,182.29015,69.111369,128.242287,54.2781,218.743839,87.893823,164.129851,159.399638,109.61129,104.665065,87.096874,128.883152,122.16492
Intel,Cisco Systems,Xeon Platinum 8260L,Cisco Systems,2400,3900,x86_64,96,1,24,4,4,32,32,1024.0,36608.0,1583884444,48,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,96,cpu2017-20191209-20317.csv,926.181507,63.700257,223.160048,74.699751,162.429539,32.247829,136.089375,97.186132,163.441022,54.227512,52.602915,225.709923,215.592996,66.91312,440.913024,39.626863,109.680067,83.114464,285.918905,55.068062
Intel,Hewlett Packard Enterprise,Xeon Gold 6230,HPE,2100,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,395899528,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,40,cpu2017-20190429-13103.csv,508.44204,116.036825,145.668846,114.437647,101.969675,51.368213,111.63652,118.473775,89.073432,99.502173,60.933704,194.851112,112.218106,128.55323,211.28969,82.692156,84.609615,107.741892,128.954635,122.097201
Intel,Lenovo Global Technology,Xeon Gold 6134,Lenovo Global Technology,3200,3700,x86_64,32,1,8,4,4,32,32,1024.0,25344.0,792255564,48,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20180108-02556.csv,786.218084,75.040248,138.813211,120.089434,74.809336,70.017999,74.761263,176.9098,80.169152,110.553745,51.361871,231.163697,115.426474,124.979994,209.93602,83.225356,95.378606,95.576989,144.300095,109.112887
Intel,Lenovo Global Technology,Xeon Gold 6240,Lenovo Global Technology,2600,3900,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,197397916,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,Yes,btrfs,36,cpu2017-20190513-13761.csv,505.044055,116.817532,148.34199,112.375464,95.093497,55.082631,129.633486,102.026108,89.674953,98.834733,64.764502,183.325736,121.796332,118.443633,232.087916,75.281817,83.1845,109.587724,117.025107,134.543778
Intel,Lenovo Global Technology,Xeon Gold 6238T,Lenovo Global Technology,1900,3700,x86_64,176,2,22,4,4,32,32,1024.0,30976.0,792236452,48,16777216.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,tmpfs,88,cpu2017-20190926-18591.csv,866.377466,68.097339,196.607002,84.788435,166.70489,31.420794,124.992273,105.814541,140.326956,63.15964,61.0445,194.497458,185.206578,77.891402,339.311353,51.49253,119.129787,76.521584,277.937464,56.649434
Intel,NEC Corporation,Pentium Gold G5400,NEC Corporation,3700,3700,x86_64,4,2,2,1,1,32,32,256,4096.0,65822136,4,16777216.0,2666,1024.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,ext4,2,cpu2017-20181210-10080.csv,63.906706,923.189505,17.330177,961.905923,6.515658,803.909564,13.887912,952.339018,8.647365,1024.936554,13.652253,869.673333,4.612102,3127.857985,13.605077,1284.226478,15.927746,572.334595,10.80117,1457.712397
AMD,Hewlett Packard Enterprise,EPYC 7371,HPE,3100,3800,x86_64,64,2,16,2,8,32,64,512,65536.0,1044375828,16,67108864.0,2666,400.0,SLES,12.3,SUSE linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 1.2.1 of AOCC,Yes,btrfs,32,cpu2017-20190204-10943.csv,447.852959,131.735202,158.734205,105.018323,55.861379,93.767825,104.087321,127.066389,88.372589,100.291279,44.474826,266.96001,102.032045,141.386953,183.295942,95.321259,78.106587,116.712307,155.340916,101.357713
Intel,Dell Inc.,Xeon E-2224G,Dell Inc.,3500,4700,x86_64,4,1,4,1,1,32,32,1024.0,8192.0,65798712,4,16777216.0,2666,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,4,cpu2017-20190831-17324.csv,77.927966,757.083795,40.198385,414.693277,15.909452,329.238243,31.896253,414.656859,19.260382,460.167397,31.974283,371.329669,21.022203,686.226849,38.978896,448.242553,17.498035,520.972778,15.136399,1040.207782
Intel,Lenovo Global Technology,Xeon Platinum 8280M,Lenovo Global Technology,2700,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,395878416,12,33554432.0,2933,480.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,xfs,56,cpu2017-20191014-19119.csv,488.601619,120.748679,185.032531,90.092266,101.502691,51.604543,136.179515,97.121803,122.740695,72.20914,62.702343,189.354966,168.172892,85.780769,322.969527,54.097983,87.546327,104.127727,151.663932,103.815059
Intel,Hewlett Packard Enterprise,Xeon Gold 6248,HPE,2500,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,395899528,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,40,cpu2017-20190430-13362.csv,517.63883,113.975221,154.310138,108.029195,103.728595,50.497165,123.374907,107.201702,98.139412,90.310303,64.918249,182.891563,122.239455,118.01427,239.558147,72.934276,84.77437,107.532501,131.369246,119.853013
Intel,Lenovo Global Technology,Xeon Platinum 8253,Lenovo Global Technology,2200,3000,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,1584954948,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,btrfs,64,cpu2017-20191111-19769.csv,918.793671,64.212458,154.828444,107.667555,157.940347,33.16442,115.727689,114.285528,104.793799,84.575615,52.532223,226.01366,139.291267,103.567153,270.011554,64.708342,113.112702,80.592187,291.971983,53.926407
Intel,Cisco Systems,Xeon Gold 6238M,Cisco Systems,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,791212404,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,44,cpu2017-20191014-18999.csv,527.855843,111.769152,154.405934,107.962172,103.866482,50.430128,118.739781,111.386427,97.524215,90.879993,59.423437,199.803319,123.869128,116.461626,228.327512,76.521659,84.09269,108.404191,137.558346,114.460521
Intel,Lenovo Global Technology,Xeon Gold 6230,Lenovo Global Technology,2100,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,395878744,24,16777216.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,40,cpu2017-20190429-13204.csv,510.222353,115.631939,149.214177,111.718607,96.922638,54.043102,116.651614,113.380343,88.972058,99.615545,65.105842,182.364588,109.788885,131.397636,211.660412,82.547321,87.650855,104.003549,128.297051,122.723008
